Товарное слово в проме,Категории_allbiz_step_3_CAT1,Категории_allbiz_step_3_CAT2,Категории_allbiz_step_3__LEN,Новая Категория 1_ANTON,Новая Категория 2_ANTON,Товар или услуга_ANTON,count_ANTON,allbiz_cat,allbiz_weights
регулятор,"Вода, газ и тепло",Трубопроводная арматура,2,"Вода, газ и тепло",Отопительное оборудование,товар,132,"Вода, газ и тепло / Трубопроводная арматура",3
стабилизатор_напряжения,Электротехника,Источники бесперебойного питания (ИБП),2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,132,Электротехника / Источники бесперебойного питания (ИБП),1
регулятор,"Вода, газ и тепло",Отопительное оборудование,2,"Вода, газ и тепло",Отопительное оборудование,товар,132,"Вода, газ и тепло / Отопительное оборудование",3
измельчитель,Бытовая техника,Бытовая техника для дома,2,Инструменты,"Блендеры, измельчители и миксеры",товар,132,Бытовая техника / Бытовая техника для дома,3
измельчитель,"Дерево, пиломатериалы",Оборудование для обработки дерева,2,Инструменты,"Блендеры, измельчители и миксеры",товар,132,"Дерево, пиломатериалы / Оборудование для обработки дерева",3
измельчитель,Инструменты,"Блендеры, измельчители и миксеры",2,Инструменты,"Блендеры, измельчители и миксеры",товар,132,"Инструменты / Блендеры, измельчители и миксеры",1
лабораторное_оборудование,Приборы и автоматика,"Приборы лабораторные, поверочные и испытательные",2,Медицинская техника,Диагностическое медицинское оборудование,товар,132,"Приборы и автоматика / Приборы лабораторные, поверочные и испытательные",3
стабилизатор_напряжения,Электротехника,Обслуживание и ремонт стабилизаторов напряжения,2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,132,Электротехника / Обслуживание и ремонт стабилизаторов напряжения,1
лабораторное_оборудование,Мебель и интерьер,Мебель специальная,2,Медицинская техника,Диагностическое медицинское оборудование,товар,132,Мебель и интерьер / Мебель специальная,3
стабилизатор_напряжения,Электротехника,"Электроаппараты, щитовое оборудование и арматура",2,Электротехника,"Электроаппараты, щитовое оборудование и арматура",товар,132,"Электротехника / Электроаппараты, щитовое оборудование и арматура",2
полиамид,Резина и пластмассы,Пластмассы и пластики,1,Резина и пластмассы,Пластмассы и пластики,товар,132,Резина и пластмассы / Пластмассы и пластики,1
корпус_фильтра,Стройматериалы,Системы вентиляции и кондиционирования,2,Стройматериалы,Системы вентиляции и кондиционирования,товар,132,Стройматериалы / Системы вентиляции и кондиционирования,3
ванна,"Вода, газ и тепло",Сантехническое оборудование,3,"Вода, газ и тепло",Сантехническое оборудование,товар,132,"Вода, газ и тепло / Сантехническое оборудование",1
ванна,Здоровье и красота,Отдых и оздоровление,3,"Вода, газ и тепло",Сантехническое оборудование,товар,132,Здоровье и красота / Отдых и оздоровление,3
корпус_фильтра,Резина и пластмассы,Пластмассы и пластики,2,Стройматериалы,Системы вентиляции и кондиционирования,товар,132,Резина и пластмассы / Пластмассы и пластики,1
корпус_фильтра,Резина и пластмассы,Станки для обработки неметаллических материалов,2,Стройматериалы,Системы вентиляции и кондиционирования,товар,132,Резина и пластмассы / Станки для обработки неметаллических материалов,3
корпус_фильтра,Резина и пластмассы,Разработка изделий из пластмасс,2,Стройматериалы,Системы вентиляции и кондиционирования,товар,132,Резина и пластмассы / Разработка изделий из пластмасс,3
ванна,Здоровье и красота,"SPA-оборудование, солярии",3,"Вода, газ и тепло",Сантехническое оборудование,товар,132,"Здоровье и красота / SPA-оборудование, солярии",1
карточка,Полиграфия,Услуги по производству пластиковых карт,2,Безопасность и защита,Оборудование для систем управления доступом,товар,132,Полиграфия / Услуги по производству пластиковых карт,1
карточка,Финансовые услуги,Банковские операции,2,Безопасность и защита,Оборудование для систем управления доступом,товар,132,Финансовые услуги / Банковские операции,2
карточка,Безопасность и защита,Оборудование для систем управления доступом,2,Безопасность и защита,Оборудование для систем управления доступом,товар,132,Безопасность и защита / Оборудование для систем управления доступом,3
полка,Мебель и интерьер,Бытовая мебель,1,Мебель и интерьер,Бытовая и коммерческая мебель,товар,132,Мебель и интерьер / Бытовая мебель,1
полка,Мебель и интерьер,Бытовая и коммерческая мебель,1,Мебель и интерьер,Бытовая и коммерческая мебель,товар,132,Мебель и интерьер / Бытовая и коммерческая мебель,1
полиамид,Резина и пластмассы,Полимеры и сополимеры,1,Резина и пластмассы,Пластмассы и пластики,товар,132,Резина и пластмассы / Полимеры и сополимеры,1
шнек,Промышленность,Общие детали и узлы машин и механизмов,2,Промышленность,Общие детали и узлы машин и механизмов,товар,131,Промышленность / Общие детали и узлы машин и механизмов,3
унитаз,"Вода, газ и тепло",Сантехническое оборудование,7,"Вода, газ и тепло",Сантехническое оборудование,товар,131,"Вода, газ и тепло / Сантехническое оборудование",1
услуга_замены_термопленки,Электроника,Монтаж и обслуживание электронных систем,1,Электроника,Монтаж и обслуживание электронных систем,услуги,131,Электроника / Монтаж и обслуживание электронных систем,2
услуга_замены_термопленки,Компьютеры и ПО,Ремонт и обслуживание периферии компьютеров,1,Электроника,Монтаж и обслуживание электронных систем,услуги,131,Компьютеры и ПО / Ремонт и обслуживание периферии компьютеров,1
услуга_изготовления_полноцветной_печати,Полиграфия,Сканирование и оцифровка печатной продукции,3,Полиграфия,Сканирование и оцифровка печатной продукции,услуги,131,Полиграфия / Сканирование и оцифровка печатной продукции,1
услуга_изготовления_полноцветной_печати,Полиграфия,Оперативная полиграфия,3,Полиграфия,Сканирование и оцифровка печатной продукции,услуги,131,Полиграфия / Оперативная полиграфия,1
услуга_изготовления_полноцветной_печати,Полиграфия,Изготовление печатной продукции,3,Полиграфия,Сканирование и оцифровка печатной продукции,услуги,131,Полиграфия / Изготовление печатной продукции,1
услуга_изготовления_полноцветной_печати,Полиграфия,Печать широкого формата,3,Полиграфия,Сканирование и оцифровка печатной продукции,услуги,131,Полиграфия / Печать широкого формата,1
радиатор_отопления,"Вода, газ и тепло",Отопительное оборудование,1,"Вода, газ и тепло",Отопительное оборудование,товар,131,"Вода, газ и тепло / Отопительное оборудование",1
наливной_пол,Стройматериалы,Полы и потолки,1,Стройматериалы,Полы и потолки,товар,131,Стройматериалы / Полы и потолки,1
наливной_пол,Стройматериалы,Вяжущие материалы и сухие строительные смеси,1,Стройматериалы,Полы и потолки,товар,131,Стройматериалы / Вяжущие материалы и сухие строительные смеси,2
шнек,Энергетика и добыча,Геолого-разведочное и буровое оборудование,2,Промышленность,Общие детали и узлы машин и механизмов,товар,131,Энергетика и добыча / Геолого-разведочное и буровое оборудование,3
услуга_связи_для_целей_кабельного_вещания,Телекоммуникации,Средства связи,1,Телекоммуникации,Средства связи,услуги,131,Телекоммуникации / Средства связи,2
шнек,Промышленность,Станки и оборудование металлообрабатывающие,2,Промышленность,Общие детали и узлы машин и механизмов,товар,131,Промышленность / Станки и оборудование металлообрабатывающие,3
услуга_фотосъемки,Бытовые услуги,Услуги фотосъемки,2,Бытовые услуги,"Кино-, видео-, фото- съемка",услуги,131,Бытовые услуги / Услуги фотосъемки,1
услуга_фотосъемки,Бытовые услуги,"Кино-, видео-, фото- съемка",2,Бытовые услуги,"Кино-, видео-, фото- съемка",услуги,131,"Бытовые услуги / Кино-, видео-, фото- съемка",1
услуга_связи_для_целей_кабельного_вещания,Предметы искусства,Услуги в области радиовещания и телевидения,1,Телекоммуникации,Средства связи,услуги,131,Предметы искусства / Услуги в области радиовещания и телевидения,3
услуга_фотосъемки,Бытовые услуги,"Фотосъемка репортажная, рекламная",2,Бытовые услуги,"Кино-, видео-, фото- съемка",услуги,131,"Бытовые услуги / Фотосъемка репортажная, рекламная",1
услуга_монтажа_сигнализации,Безопасность и защита,"Монтаж систем безопасности, связи, сигнализации",1,Недвижимость,Строительно-монтажные услуги,услуги,131,"Безопасность и защита / Монтаж систем безопасности, связи, сигнализации",2
услуга_монтажа_сигнализации,Недвижимость,Строительно-монтажные услуги,1,Недвижимость,Строительно-монтажные услуги,услуги,131,Недвижимость / Строительно-монтажные услуги,3
смарт-карта,Телекоммуникации,Сетевое оборудование и инструменты,1,Безопасность и защита,Оборудование для систем управления доступом,товар,131,Телекоммуникации / Сетевое оборудование и инструменты,2
смарт-карта,Безопасность и защита,Оборудование для систем управления доступом,1,Безопасность и защита,Оборудование для систем управления доступом,товар,131,Безопасность и защита / Оборудование для систем управления доступом,3
хомут_червячный,Стройматериалы,Строительные изделия крепежные,3,Стройматериалы,Строительные изделия крепежные,товар,130,Стройматериалы / Строительные изделия крепежные,3
кабель_usb,Электротехника,"Электрические кабели, провода и шнуры",2,Компьютеры и ПО,Компьютерное аппаратное обеспечение,товар,130,"Электротехника / Электрические кабели, провода и шнуры",1
кабель_usb,Компьютеры и ПО,Компьютерное аппаратное обеспечение,2,Компьютеры и ПО,Компьютерное аппаратное обеспечение,товар,130,Компьютеры и ПО / Компьютерное аппаратное обеспечение,1
газ_пропан,Энергетика и добыча,"Распределение, доставка и учет газа",4,"Вода, газ и тепло",Оборудование для газоснабжения,товар,130,"Энергетика и добыча / Распределение, доставка и учет газа",1
газ_пропан,Промышленная химия,Продукция неорганической химии,4,"Вода, газ и тепло",Оборудование для газоснабжения,товар,130,Промышленная химия / Продукция неорганической химии,3
газ_пропан,"Вода, газ и тепло",Оборудование для газоснабжения,4,"Вода, газ и тепло",Оборудование для газоснабжения,товар,130,"Вода, газ и тепло / Оборудование для газоснабжения",2
газ_пропан,Энергетика и добыча,Топливно-энергетические ресурсы,4,"Вода, газ и тепло",Оборудование для газоснабжения,товар,130,Энергетика и добыча / Топливно-энергетические ресурсы,2
баллон,"Вода, газ и тепло",Оборудование для водоснабжения,1,"Вода, газ и тепло",Оборудование для водоснабжения,товар,130,"Вода, газ и тепло / Оборудование для водоснабжения",3
каток_опорный,Промышленность,Общие детали и узлы машин и механизмов,2,Промышленность,Общие детали и узлы машин и механизмов,товар,130,Промышленность / Общие детали и узлы машин и механизмов,1
бордюр,Стройматериалы,Оборудование для производства стройматериалов,2,Стройматериалы,Стеновые и кладочные материалы,товар,130,Стройматериалы / Оборудование для производства стройматериалов,2
бордюр,Недвижимость,Дорожное строительство,2,Стройматериалы,Стеновые и кладочные материалы,товар,130,Недвижимость / Дорожное строительство,1
бордюр,Стройматериалы,Стеновые и кладочные материалы,2,Стройматериалы,Стеновые и кладочные материалы,товар,130,Стройматериалы / Стеновые и кладочные материалы,3
баллон,Промышленность,Общие детали и узлы машин и механизмов,1,"Вода, газ и тепло",Оборудование для водоснабжения,товар,130,Промышленность / Общие детали и узлы машин и механизмов,1
аптечка_первой_помощи,Фармацевтика,Расходные материалы медицинского назначения,2,Медицинская техника,Медицинский инструментарий и расходные материалы,товар,130,Фармацевтика / Расходные материалы медицинского назначения,2
аптечка_первой_помощи,Медицинская техника,Медицинский инструментарий и расходные материалы,2,Медицинская техника,Медицинский инструментарий и расходные материалы,товар,130,Медицинская техника / Медицинский инструментарий и расходные материалы,2
кабель_usb,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",2,Компьютеры и ПО,Компьютерное аппаратное обеспечение,товар,130,"Компьютеры и ПО / Компьютерная техника, комплектующие и аксессуары",1
жироуловитель,"Вода, газ и тепло",Канализационное оборудование,2,"Вода, газ и тепло",Канализационное оборудование,товар,130,"Вода, газ и тепло / Канализационное оборудование",1
каток_опорный,Промышленность,"Технологическое оборудование, линии и заводы",2,Промышленность,Общие детали и узлы машин и механизмов,товар,130,"Промышленность / Технологическое оборудование, линии и заводы",1
жироуловитель,Промышленность,Общие детали и узлы машин и механизмов,2,"Вода, газ и тепло",Канализационное оборудование,товар,130,Промышленность / Общие детали и узлы машин и механизмов,3
каток_опорный,Металлы и прокат,Металлургические машины и оборудование,2,Промышленность,Общие детали и узлы машин и механизмов,товар,130,Металлы и прокат / Металлургические машины и оборудование,3
услуга_перетяжки_мебели,Мебель и интерьер,"Обустройство интерьеров, декорирование",1,Мебель и интерьер,"Обустройство интерьеров, декорирование",услуги,130,"Мебель и интерьер / Обустройство интерьеров, декорирование",1
реле_давления,Стройматериалы,Системы вентиляции и кондиционирования,1,Приборы и автоматика,Приборы и устройства автоматики и телемеханики,товар,130,Стройматериалы / Системы вентиляции и кондиционирования,3
реле_давления,Приборы и автоматика,Приборы и устройства автоматики и телемеханики,1,Приборы и автоматика,Приборы и устройства автоматики и телемеханики,товар,130,Приборы и автоматика / Приборы и устройства автоматики и телемеханики,2
гравий,Энергетика и добыча,Твердые негорючие полезные ископаемые,1,Стройматериалы,Сыпучие и дорожно-строительные материалы,товар,130,Энергетика и добыча / Твердые негорючие полезные ископаемые,2
гравий,Стройматериалы,Сыпучие и дорожно-строительные материалы,1,Стройматериалы,Сыпучие и дорожно-строительные материалы,товар,130,Стройматериалы / Сыпучие и дорожно-строительные материалы,1
услуга_перетяжки_мебели,Мебель и интерьер,Ремонт и перетяжка мебели,1,Мебель и интерьер,"Обустройство интерьеров, декорирование",услуги,130,Мебель и интерьер / Ремонт и перетяжка мебели,1
мыло_туалетное,Здоровье и красота,Средства для гигиены,2,Здоровье и красота,Средства для гигиены,товар,130,Здоровье и красота / Средства для гигиены,1
монолитный_поликарбонат,Стройматериалы,Строительные конструкции,2,Резина и пластмассы,Полимеры и сополимеры,товар,130,Стройматериалы / Строительные конструкции,3
монолитный_поликарбонат,Стройматериалы,Строительные изделия крепежные,2,Резина и пластмассы,Полимеры и сополимеры,товар,130,Стройматериалы / Строительные изделия крепежные,3
монолитный_поликарбонат,Резина и пластмассы,Полимеры и сополимеры,2,Резина и пластмассы,Полимеры и сополимеры,товар,130,Резина и пластмассы / Полимеры и сополимеры,1
кипятильник,Промышленность,Промышленное термическое оборудование,2,Бытовая техника,Кухонная техника,товар,130,Промышленность / Промышленное термическое оборудование,3
кипятильник,Бытовая техника,Кухонная техника,2,Бытовая техника,Кухонная техника,товар,130,Бытовая техника / Кухонная техника,2
мыло_туалетное,Дом и сад,Средства бытовой химии,2,Здоровье и красота,Средства для гигиены,товар,130,Дом и сад / Средства бытовой химии,2
электронное_оборудование,Электроника,Электронные компоненты,6,Офисное оборудование,Офисная техника,товар,129,Электроника / Электронные компоненты,1
колесо_зубчатое,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",1,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",товар,129,"Авто-мото-велотехника / Расходные материалы, запчасти, автохимия и автокосметика",3
колесо_зубчатое,Промышленность,"Технологическое оборудование, линии и заводы",1,Авто-мото-велотехника,"Расходные материалы, запчасти, автохимия и автокосметика",товар,129,"Промышленность / Технологическое оборудование, линии и заводы",2
кровельные_материалы,Стройматериалы,"Кровельные и фасадные материалы, битум",1,Стройматериалы,"Кровельные и фасадные материалы, битум",товар,129,"Стройматериалы / Кровельные и фасадные материалы, битум",1
кровельные_материалы,Тара и упаковка,"Специальная, консервирующая тара и упаковка",1,Стройматериалы,"Кровельные и фасадные материалы, битум",товар,129,"Тара и упаковка / Специальная, консервирующая тара и упаковка",3
кровельные_материалы,Строительная техника,Специальная строительная техника и оборудование,1,Стройматериалы,"Кровельные и фасадные материалы, битум",товар,129,Строительная техника / Специальная строительная техника и оборудование,3
электронное_оборудование,Офисное оборудование,Офисная техника,6,Офисное оборудование,Офисная техника,товар,129,Офисное оборудование / Офисная техника,2
электронное_оборудование,Мебель и интерьер,Бытовая мебель,6,Офисное оборудование,Офисная техника,товар,129,Мебель и интерьер / Бытовая мебель,3
электронное_оборудование,Электротехника,Электрические машины и электродвигатели,6,Офисное оборудование,Офисная техника,товар,129,Электротехника / Электрические машины и электродвигатели,2
электронное_оборудование,Спорт и отдых,Охотничьи и рыболовные товары,6,Офисное оборудование,Офисная техника,товар,129,Спорт и отдых / Охотничьи и рыболовные товары,2
электронное_оборудование,Приборы и автоматика,Электронные измерительные приборы и устройства,6,Офисное оборудование,Офисная техника,товар,129,Приборы и автоматика / Электронные измерительные приборы и устройства,1
электронное_оборудование,Электротехника,Оборудование для производства электротехники,6,Офисное оборудование,Офисная техника,товар,129,Электротехника / Оборудование для производства электротехники,1
электронное_оборудование,Бытовая техника,Кухонная техника,6,Офисное оборудование,Офисная техника,товар,129,Бытовая техника / Кухонная техника,2
леска,Спорт и отдых,Товары для дайвинга и подводной охоты,2,Сельское хозяйство,Сельскохозяйственная техника и оборудование,товар,129,Спорт и отдых / Товары для дайвинга и подводной охоты,3
леска,Спорт и отдых,Спортивное оборудование и снаряжение,2,Сельское хозяйство,Сельскохозяйственная техника и оборудование,товар,129,Спорт и отдых / Спортивное оборудование и снаряжение,3
аэрозоль,Промышленная химия,Химические продукты промышленного назначения,2,Промышленная химия,Химические продукты промышленного назначения,товар,129,Промышленная химия / Химические продукты промышленного назначения,3
леска,Сельское хозяйство,Сельскохозяйственная техника и оборудование,2,Сельское хозяйство,Сельскохозяйственная техника и оборудование,товар,129,Сельское хозяйство / Сельскохозяйственная техника и оборудование,3
ванна_моечная,Сервисное оборудование,"Оборудование для общепита, кафе, ресторанов",1,Мебель и интерьер,Бытовая и коммерческая мебель,товар,129,"Сервисное оборудование / Оборудование для общепита, кафе, ресторанов",3
ванна_моечная,Мебель и интерьер,Бытовая и коммерческая мебель,1,Мебель и интерьер,Бытовая и коммерческая мебель,товар,129,Мебель и интерьер / Бытовая и коммерческая мебель,3
шпилька_резьбовая,Металлы и прокат,Стали и сплавы коррозионно-стойкие и специальные,1,Стройматериалы,Строительные изделия крепежные,товар,129,Металлы и прокат / Стали и сплавы коррозионно-стойкие и специальные,2
шпилька_резьбовая,Стройматериалы,Строительные изделия крепежные,1,Стройматериалы,Строительные изделия крепежные,товар,129,Стройматериалы / Строительные изделия крепежные,1
аэрозоль,Авто-мото-велотехника,"Расходные материалы, автохимия и автокосметика",2,Промышленная химия,Химические продукты промышленного назначения,товар,129,"Авто-мото-велотехника / Расходные материалы, автохимия и автокосметика",3
аэрозоль,Дом и сад,Средства бытовой химии,2,Промышленная химия,Химические продукты промышленного назначения,товар,129,Дом и сад / Средства бытовой химии,2
электронное_оборудование,Промышленность,Сварочное и паяльное оборудование,6,Офисное оборудование,Офисная техника,товар,129,Промышленность / Сварочное и паяльное оборудование,3
алюминиевая_конструкция,Стройматериалы,Строительные конструкции,4,Металлы и прокат,"Металлоизделия, метизы",товар,129,Стройматериалы / Строительные конструкции,2
алюминиевая_конструкция,Стройматериалы,Металлоизделия строительного назначения,4,Металлы и прокат,"Металлоизделия, метизы",товар,129,Стройматериалы / Металлоизделия строительного назначения,2
алюминиевая_конструкция,Металлы и прокат,"Металлоизделия, метизы",4,Металлы и прокат,"Металлоизделия, метизы",товар,129,"Металлы и прокат / Металлоизделия, метизы",2
алюминиевая_конструкция,Промышленность,Изготовление металлических конструкций,4,Металлы и прокат,"Металлоизделия, метизы",товар,129,Промышленность / Изготовление металлических конструкций,2
регистратор,Приборы и автоматика,Приборы и устройства автоматики и телемеханики,3,Одежда и обувь,Свадебная и вечерняя одежда,товар,129,Приборы и автоматика / Приборы и устройства автоматики и телемеханики,3
регистратор,Торговля и склад,Оборудование для торговли,3,Одежда и обувь,Свадебная и вечерняя одежда,товар,129,Торговля и склад / Оборудование для торговли,3
регистратор,Одежда и обувь,Свадебная и вечерняя одежда,3,Одежда и обувь,Свадебная и вечерняя одежда,товар,129,Одежда и обувь / Свадебная и вечерняя одежда,3
электронное_оборудование,Бытовая техника,Бытовая техника для дома,6,Офисное оборудование,Офисная техника,товар,129,Бытовая техника / Бытовая техника для дома,2
регистратор,Приборы и автоматика,"Измерительные приборы, устройства и системы",3,Одежда и обувь,Свадебная и вечерняя одежда,товар,129,"Приборы и автоматика / Измерительные приборы, устройства и системы",1
электронное_оборудование,Компьютеры и ПО,"Компьютерная техника, комплектующие и аксессуары",6,Офисное оборудование,Офисная техника,товар,129,"Компьютеры и ПО / Компьютерная техника, комплектующие и аксессуары",2
услуга_демонтажа_оборудования,Торговля и склад,Установка торгово-промышленного оборудования,4,Сервисное оборудование,Установка и монтаж сервисного оборудования,услуги,129,Торговля и склад / Установка торгово-промышленного оборудования,2
оказание_услуг_спецтехники,Строительная техника,Услуги строительной спецтехники,3,Строительная техника,Услуги строительной спецтехники,услуги,129,Строительная техника / Услуги строительной спецтехники,2
фасонное_изделие,Металлы и прокат,"Металлоизделия, метизы",1,Металлы и прокат,"Металлоизделия, метизы",товар,129,"Металлы и прокат / Металлоизделия, метизы",3
услуга_печати_на_бумаге,Полиграфия,Услуги глубокой печати,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Услуги глубокой печати,1
фасонное_изделие,Резина и пластмассы,Полимеры и сополимеры,1,Металлы и прокат,"Металлоизделия, метизы",товар,129,Резина и пластмассы / Полимеры и сополимеры,3
услуга_печати_на_бумаге,Полиграфия,Услуги трафаретной печати,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Услуги трафаретной печати,1
услуга_печати_на_бумаге,Полиграфия,Услуги офсетной печати,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Услуги офсетной печати,1
услуга_печати_на_бумаге,Полиграфия,Изготовление печатной продукции,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Изготовление печатной продукции,1
услуга_печати_на_бумаге,Полиграфия,Услуги высокой печати,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Услуги высокой печати,1
услуга_печати_на_бумаге,Полиграфия,Оперативная полиграфия,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Полиграфия / Оперативная полиграфия,1
услуга_печати_на_бумаге,Издательство и полиграфия,Оперативная полиграфия,6,Издательство и полиграфия,Оперативная полиграфия,услуги,129,Издательство и полиграфия / Оперативная полиграфия,1
услуга_капитального_ремонта_двигателя,Авто-мото-велотехника,Ремонт легковых автомобилей,2,Авто-мото-велотехника,Обслуживание и ремонт автотранспорта,услуги,129,Авто-мото-велотехника / Ремонт легковых автомобилей,2
услуга_капитального_ремонта_двигателя,Авто-мото-велотехника,Обслуживание и ремонт автотранспорта,2,Авто-мото-велотехника,Обслуживание и ремонт автотранспорта,услуги,129,Авто-мото-велотехника / Обслуживание и ремонт автотранспорта,2
услуга_демонтажа_оборудования,Электротехника,Электромонтажные работы и услуги,4,Сервисное оборудование,Установка и монтаж сервисного оборудования,услуги,129,Электротехника / Электромонтажные работы и услуги,3
услуга_демонтажа_оборудования,Торговля и склад,Установка складского оборудования,4,Сервисное оборудование,Установка и монтаж сервисного оборудования,услуги,129,Торговля и склад / Установка складского оборудования,3
услуга_капитального_ремонта_двигателя,Авто-мото-велотехника,Ремонт и техническое обслуживание грузовиков,2,Авто-мото-велотехника,Обслуживание и ремонт автотранспорта,услуги,129,Авто-мото-велотехника / Ремонт и техническое обслуживание грузовиков,1
услуга_демонтажа_оборудования,Строительная техника,Монтаж и ремонт кранов и подъемного оборудования,4,Сервисное оборудование,Установка и монтаж сервисного оборудования,услуги,129,Строительная техника / Монтаж и ремонт кранов и подъемного оборудования,2
пресс,Инструменты,"Инструмент машинный, промышленный и приспособления",7,Промышленность,Машины и оборудование универсального применения,товар,129,"Инструменты / Инструмент машинный, промышленный и приспособления",3
оказание_услуг_спецтехники,Строительная техника,Услуги строительной специализированной техники,3,Строительная техника,Услуги строительной спецтехники,услуги,129,Строительная техника / Услуги строительной специализированной техники,1
